id,symbol,name,status,tradable,expiration_date,root_symbol,underlying_symbol,underlying_asset_id,type,style,strike_price,multiplier,size,open_interest,open_interest_date,close_price,close_price_date,ppind
9a210004-86d9-4db2-940b-baa33acd8d82,LCID250808C00000500,LCID Aug 08 2025 0.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,0.5,100,100,20,2025-07-31,2.02,2025-07-31,True
07297ea6-dd6c-40d0-8dee-919dad050ba9,LCID250808C00001000,LCID Aug 08 2025 1 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,1,100,100,24,2025-07-31,1.47,2025-08-01,True
fd4eda82-51ef-402a-bc12-62a4ef5d0b0b,LCID250808C00001500,LCID Aug 08 2025 1.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,1.5,100,100,111,2025-07-31,0.87,2025-08-01,True
bb6fd778-b67b-42fe-bb1f-db7f90a38835,LCID250808C00002000,LCID Aug 08 2025 2 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,2,100,100,1427,2025-07-31,0.45,2025-08-01,True
925214b7-b2c4-4c79-a8da-8aa43ff70bd4,LCID250808C00002500,LCID Aug 08 2025 2.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,2.5,100,100,11371,2025-07-31,0.13,2025-08-01,True
4596e682-c439-419d-8821-24edc69a2522,LCID250808C00003000,LCID Aug 08 2025 3 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,3,100,100,33690,2025-07-31,0.05,2025-08-01,True
d9085a40-4030-4ebe-a625-87753b4b4a2c,LCID250808C00003500,LCID Aug 08 2025 3.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,3.5,100,100,11358,2025-07-31,0.03,2025-08-01,True
61de3039-fbde-4474-95d9-443f43a93295,LCID250808C00004000,LCID Aug 08 2025 4 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,4,100,100,16309,2025-07-31,0.02,2025-08-01,True
4fcae8a2-d3e5-4ac2-93b1-0cbf8c7cb9bd,LCID250808C00004500,LCID Aug 08 2025 4.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,4.5,100,100,2178,2025-07-31,0.01,2025-08-01,True
8c37434d-4b2e-43b2-9169-760106b4efd5,LCID250808C00005000,LCID Aug 08 2025 5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,5,100,100,2758,2025-07-31,0.01,2025-08-01,True
ba5f86be-b030-4c3f-86d5-35625e80610c,LCID250808C00005500,LCID Aug 08 2025 5.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,5.5,100,100,175,2025-07-31,0.01,2025-08-01,True
365a7d11-0fa6-457f-bede-699255b49786,LCID250808C00006000,LCID Aug 08 2025 6 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,6,100,100,611,2025-07-31,0.02,2025-08-01,True
4591a2ff-bd92-429d-b5e1-3dc48016b6ad,LCID250808C00006500,LCID Aug 08 2025 6.5 Call,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,call,american,6.5,100,100,984,2025-07-31,0.01,2025-08-01,True
115a9f0f-57a4-4298-80fc-38b98231419e,LCID250808P00000500,LCID Aug 08 2025 0.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,0.5,100,100,1,2025-07-31,0.23,2025-07-02,True
e8a06393-0327-4485-a891-9db5c235707a,LCID250808P00001000,LCID Aug 08 2025 1 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,1,100,100,,,,,True
4375a1b9-c5b5-40d4-9c8a-99f47fada7f6,LCID250808P00001500,LCID Aug 08 2025 1.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,1.5,100,100,1004,2025-07-31,0.01,2025-08-01,True
a5ac1681-f3b6-4fdf-9317-7135eb6ba8ff,LCID250808P00002000,LCID Aug 08 2025 2 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,2,100,100,4830,2025-07-31,0.03,2025-08-01,True
81457f84-854d-493b-8c7b-c4ae86daf49d,LCID250808P00002500,LCID Aug 08 2025 2.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,2.5,100,100,16056,2025-07-31,0.19,2025-08-01,True
56531541-2069-4ad8-953d-c1572183f2b3,LCID250808P00003000,LCID Aug 08 2025 3 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,3,100,100,7567,2025-07-31,0.63,2025-08-01,True
0480b987-4054-40da-a2dc-8b4bec6b4370,LCID250808P00003500,LCID Aug 08 2025 3.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,3.5,100,100,497,2025-07-31,1.13,2025-08-01,True
d511d667-8a08-4994-8304-64d815c732e7,LCID250808P00004000,LCID Aug 08 2025 4 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,4,100,100,256,2025-07-31,1.6,2025-08-01,True
9e7c716d-e32f-42dd-8d40-b142bc641de7,LCID250808P00004500,LCID Aug 08 2025 4.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,4.5,100,100,53,2025-07-31,2.07,2025-08-01,True
1a682ed7-7a83-4ed3-8133-57829b13865d,LCID250808P00005000,LCID Aug 08 2025 5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,5,100,100,15,2025-07-31,2.62,2025-08-01,True
126d5726-92b3-4395-a764-ef899d92c9f9,LCID250808P00005500,LCID Aug 08 2025 5.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,5.5,100,100,3,2025-07-31,3.09,2025-08-01,True
8d040951-aa22-44a0-81c7-19ada0c14f8b,LCID250808P00006000,LCID Aug 08 2025 6 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,6,100,100,9,2025-07-31,3.66,2025-08-01,True
ca8f98ed-3c54-4705-877a-0a6eb0326296,LCID250808P00006500,LCID Aug 08 2025 6.5 Put,active,True,2025-08-08,LCID,LCID,576bc7e2-101c-4760-9bed-54f4fd687d6f,put,american,6.5,100,100,4,2025-07-31,4.62,2025-07-31,True
